experiment,config_file,name,algorithm,algorithm_label,alpha,machine_type,db_level,seed,fedprox_mu,model_family,bottleneck,auroc,host,worker,gpu,log_file,log_line
E4,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s0.json,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s0,clustered_fl,Clustered FL,0.05,slider,-6dB,0,0.0,LiteConvAutoencoder,256,0.7414032632059452,master,norm_g0,0,master/logs/p1_norm_g0.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s1.json,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s1,clustered_fl,Clustered FL,0.05,slider,-6dB,1,0.0,LiteConvAutoencoder,256,0.7556557479509067,master,norm_g4,4,master/logs/p1_norm_g4.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s2.json,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s2,clustered_fl,Clustered FL,0.05,slider,-6dB,2,0.0,LiteConvAutoencoder,256,0.7506063533281968,master,norm_g2,2,master/logs/p1_norm_g2.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s3.json,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s3,clustered_fl,Clustered FL,0.05,slider,-6dB,3,0.0,LiteConvAutoencoder,256,0.7468478829892586,master,norm_g1,1,master/logs/p1_norm_g1.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s4.json,p1_backbone_lite_clustered_fl_a0p05_slider_-6dB_s4,clustered_fl,Clustered FL,0.05,slider,-6dB,4,0.0,LiteConvAutoencoder,256,0.7310614178404128,master,norm_g7,7,master/logs/p1_norm_g7.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s0.json,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s0,clustered_fl,Clustered FL,0.05,slider,6dB,0,0.0,LiteConvAutoencoder,256,0.9645803765075632,master,norm_g3,3,master/logs/p1_norm_g3.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s1.json,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s1,clustered_fl,Clustered FL,0.05,slider,6dB,1,0.0,LiteConvAutoencoder,256,0.8471895820629476,master,norm_g5,5,master/logs/p1_norm_g5.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s2.json,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s2,clustered_fl,Clustered FL,0.05,slider,6dB,2,0.0,LiteConvAutoencoder,256,0.827702858806158,master,norm_g6,6,master/logs/p1_norm_g6.log,2
E4,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s3.json,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s3,clustered_fl,Clustered FL,0.05,slider,6dB,3,0.0,LiteConvAutoencoder,256,0.8945242485771635,master,norm_g3,3,master/logs/p1_norm_g3.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s4.json,p1_backbone_lite_clustered_fl_a0p05_slider_6dB_s4,clustered_fl,Clustered FL,0.05,slider,6dB,4,0.0,LiteConvAutoencoder,256,0.8442650267067228,master,norm_g5,5,master/logs/p1_norm_g5.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s0.json,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s0,clustered_fl,Clustered FL,0.05,valve,-6dB,0,0.0,LiteConvAutoencoder,256,0.4480488124914284,master,norm_g1,1,master/logs/p1_norm_g1.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s1.json,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s1,clustered_fl,Clustered FL,0.05,valve,-6dB,1,0.0,LiteConvAutoencoder,256,0.6281586504833778,master,norm_g6,6,master/logs/p1_norm_g6.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s2.json,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s2,clustered_fl,Clustered FL,0.05,valve,-6dB,2,0.0,LiteConvAutoencoder,256,0.3988080614651816,master,norm_g2,2,master/logs/p1_norm_g2.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s3.json,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s3,clustered_fl,Clustered FL,0.05,valve,-6dB,3,0.0,LiteConvAutoencoder,256,0.5001303630999352,master,norm_g0,0,master/logs/p1_norm_g0.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s4.json,p1_backbone_lite_clustered_fl_a0p05_valve_-6dB_s4,clustered_fl,Clustered FL,0.05,valve,-6dB,4,0.0,LiteConvAutoencoder,256,0.4080290115575949,master,norm_g7,7,master/logs/p1_norm_g7.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s0.json,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s0,clustered_fl,Clustered FL,0.05,valve,6dB,0,0.0,LiteConvAutoencoder,256,0.6138601860356373,master,norm_g4,4,master/logs/p1_norm_g4.log,4
E4,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s1.json,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s1,clustered_fl,Clustered FL,0.05,valve,6dB,1,0.0,LiteConvAutoencoder,256,0.6598959645122533,master,norm_g5,5,master/logs/p1_norm_g5.log,6
E4,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s2.json,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s2,clustered_fl,Clustered FL,0.05,valve,6dB,2,0.0,LiteConvAutoencoder,256,0.5460481390701013,master,norm_g3,3,master/logs/p1_norm_g3.log,6
E4,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s3.json,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s3,clustered_fl,Clustered FL,0.05,valve,6dB,3,0.0,LiteConvAutoencoder,256,0.5789993333179866,master,norm_g0,0,master/logs/p1_norm_g0.log,6
E4,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s4.json,p1_backbone_lite_clustered_fl_a0p05_valve_6dB_s4,clustered_fl,Clustered FL,0.05,valve,6dB,4,0.0,LiteConvAutoencoder,256,0.616458868472994,master,norm_g7,7,master/logs/p1_norm_g7.log,6
E4,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s0.json,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s0,clustered_fl,Clustered FL,100.0,slider,-6dB,0,0.0,LiteConvAutoencoder,256,0.8216879107050536,master,norm_g1,1,master/logs/p1_norm_g1.log,6
E4,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s1.json,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s1,clustered_fl,Clustered FL,100.0,slider,-6dB,1,0.0,LiteConvAutoencoder,256,0.8080314577954881,master,norm_g2,2,master/logs/p1_norm_g2.log,6
E4,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s2.json,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s2,clustered_fl,Clustered FL,100.0,slider,-6dB,2,0.0,LiteConvAutoencoder,256,0.8001040796412692,master,norm_g6,6,master/logs/p1_norm_g6.log,6
E4,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s3.json,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s3,clustered_fl,Clustered FL,100.0,slider,-6dB,3,0.0,LiteConvAutoencoder,256,0.7479268374201568,master,norm_g4,4,master/logs/p1_norm_g4.log,6
E4,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s4.json,p1_backbone_lite_clustered_fl_a100p0_slider_-6dB_s4,clustered_fl,Clustered FL,100.0,slider,-6dB,4,0.0,LiteConvAutoencoder,256,0.8007499358418702,master,norm_g3,3,master/logs/p1_norm_g3.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s0.json,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s0,clustered_fl,Clustered FL,100.0,slider,6dB,0,0.0,LiteConvAutoencoder,256,0.9185661847004258,master,norm_g5,5,master/logs/p1_norm_g5.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s1.json,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s1,clustered_fl,Clustered FL,100.0,slider,6dB,1,0.0,LiteConvAutoencoder,256,0.9021533578243887,master,norm_g1,1,master/logs/p1_norm_g1.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s2.json,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s2,clustered_fl,Clustered FL,100.0,slider,6dB,2,0.0,LiteConvAutoencoder,256,0.900456675272333,master,norm_g0,0,master/logs/p1_norm_g0.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s3.json,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s3,clustered_fl,Clustered FL,100.0,slider,6dB,3,0.0,LiteConvAutoencoder,256,0.8569946749940718,master,norm_g2,2,master/logs/p1_norm_g2.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s4.json,p1_backbone_lite_clustered_fl_a100p0_slider_6dB_s4,clustered_fl,Clustered FL,100.0,slider,6dB,4,0.0,LiteConvAutoencoder,256,0.8932894570526673,master,norm_g7,7,master/logs/p1_norm_g7.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s0.json,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s0,clustered_fl,Clustered FL,100.0,valve,-6dB,0,0.0,LiteConvAutoencoder,256,0.4565964663090619,master,norm_g4,4,master/logs/p1_norm_g4.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s1.json,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s1,clustered_fl,Clustered FL,100.0,valve,-6dB,1,0.0,LiteConvAutoencoder,256,0.4647725846743471,master,norm_g6,6,master/logs/p1_norm_g6.log,8
E4,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s2.json,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s2,clustered_fl,Clustered FL,100.0,valve,-6dB,2,0.0,LiteConvAutoencoder,256,0.45819016081107444,master,norm_g3,3,master/logs/p1_norm_g3.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s3.json,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s3,clustered_fl,Clustered FL,100.0,valve,-6dB,3,0.0,LiteConvAutoencoder,256,0.45172510901157575,master,norm_g5,5,master/logs/p1_norm_g5.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s4.json,p1_backbone_lite_clustered_fl_a100p0_valve_-6dB_s4,clustered_fl,Clustered FL,100.0,valve,-6dB,4,0.0,LiteConvAutoencoder,256,0.4522487136781792,master,norm_g2,2,master/logs/p1_norm_g2.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s0.json,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s0,clustered_fl,Clustered FL,100.0,valve,6dB,0,0.0,LiteConvAutoencoder,256,0.557915647746521,master,norm_g0,0,master/logs/p1_norm_g0.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s1.json,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s1,clustered_fl,Clustered FL,100.0,valve,6dB,1,0.0,LiteConvAutoencoder,256,0.5763755108618677,master,norm_g1,1,master/logs/p1_norm_g1.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s2.json,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s2,clustered_fl,Clustered FL,100.0,valve,6dB,2,0.0,LiteConvAutoencoder,256,0.4733875460574991,master,norm_g7,7,master/logs/p1_norm_g7.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s3.json,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s3,clustered_fl,Clustered FL,100.0,valve,6dB,3,0.0,LiteConvAutoencoder,256,0.44571439660788525,master,norm_g4,4,master/logs/p1_norm_g4.log,10
E4,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s4.json,p1_backbone_lite_clustered_fl_a100p0_valve_6dB_s4,clustered_fl,Clustered FL,100.0,valve,6dB,4,0.0,LiteConvAutoencoder,256,0.5615232545034099,master,norm_g6,6,master/logs/p1_norm_g6.log,10
E4,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s0.json,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s0,fedavg,FedAvg,0.05,slider,-6dB,0,0.0,LiteConvAutoencoder,256,0.7416990479493099,master,norm_g3,3,master/logs/p1_norm_g3.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s1.json,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s1,fedavg,FedAvg,0.05,slider,-6dB,1,0.0,LiteConvAutoencoder,256,0.7380035168097658,master,norm_g5,5,master/logs/p1_norm_g5.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s2.json,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s2,fedavg,FedAvg,0.05,slider,-6dB,2,0.0,LiteConvAutoencoder,256,0.7405450710232601,master,norm_g1,1,master/logs/p1_norm_g1.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s3.json,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s3,fedavg,FedAvg,0.05,slider,-6dB,3,0.0,LiteConvAutoencoder,256,0.7309710902108875,master,norm_g2,2,master/logs/p1_norm_g2.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s4.json,p1_backbone_lite_fedavg_a0p05_slider_-6dB_s4,fedavg,FedAvg,0.05,slider,-6dB,4,0.0,LiteConvAutoencoder,256,0.7240358520845858,master,norm_g0,0,master/logs/p1_norm_g0.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_6dB_s0.json,p1_backbone_lite_fedavg_a0p05_slider_6dB_s0,fedavg,FedAvg,0.05,slider,6dB,0,0.0,LiteConvAutoencoder,256,0.7669938892435967,master,norm_g4,4,master/logs/p1_norm_g4.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_6dB_s1.json,p1_backbone_lite_fedavg_a0p05_slider_6dB_s1,fedavg,FedAvg,0.05,slider,6dB,1,0.0,LiteConvAutoencoder,256,0.8435651064307634,master,norm_g7,7,master/logs/p1_norm_g7.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_6dB_s2.json,p1_backbone_lite_fedavg_a0p05_slider_6dB_s2,fedavg,FedAvg,0.05,slider,6dB,2,0.0,LiteConvAutoencoder,256,0.7937682054225039,master,norm_g6,6,master/logs/p1_norm_g6.log,12
E4,p1_backbone_lite_fedavg_a0p05_slider_6dB_s3.json,p1_backbone_lite_fedavg_a0p05_slider_6dB_s3,fedavg,FedAvg,0.05,slider,6dB,3,0.0,LiteConvAutoencoder,256,0.8445831484018108,master,norm_g5,5,master/logs/p1_norm_g5.log,14
E4,p1_backbone_lite_fedavg_a0p05_slider_6dB_s4.json,p1_backbone_lite_fedavg_a0p05_slider_6dB_s4,fedavg,FedAvg,0.05,slider,6dB,4,0.0,LiteConvAutoencoder,256,0.840361912850775,master,norm_g3,3,master/logs/p1_norm_g3.log,14
E4,p1_backbone_lite_fedavg_a0p05_valve_-6dB_s0.json,p1_backbone_lite_fedavg_a0p05_valve_-6dB_s0,fedavg,FedAvg,0.05,valve,-6dB,0,0.0,LiteConvAutoencoder,256,0.4449816274711352,master,norm_g1,1,master/logs/p1_norm_g1.log,14
E4,p1_backbone_lite_fedavg_a0p05_valve_-6dB_s1.json,p1_backbone_lite_fedavg_a0p05_valve_-6dB_s1,fedavg,FedAvg,0.05,valve,-6dB,1,0.0,LiteConvAutoencoder,256,0.6268554542837729,master,norm_g2,2,master/logs/p1_norm_g2.log,14
E4,p1_backbone_lite_fedavg_a0p05_valve_-6dB_s2.json,p1_backbone_lite_fedavg_a0p05_valve_-6dB_s2,fedavg,FedAvg,0.05,valve,-6dB,2,0.0,LiteConvAutoencoder,256,0.4031978151075545,master,norm_g0,0,master/logs/p1_norm_g0.log,14
